Компонент,Наименование партии,Наименование показателя,Единица измерения_по_партиям,Значение показателя,method,param_base_name,cleaned_value,smiles
Детергент_6,02657.22,"Массовая доля цинка, ASTM D6481",% масс,0.0005,ASTM D6481,Массовая доля цинка,0.0005,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_6,02657.22,"Щелочное число, ГОСТ 11362",мг KOH/г,272.8,ГОСТ 11362,Щелочное число,272.8,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_6,02657.22,"Щелочное число, ASTM D2896",мг KOH/г,269.4,ASTM D2896,Щелочное число,269.4,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Базовое_масло_3,02598.22,Деэм.вода | ASTM D1401,мл,40,ASTM D1401,Деэм.вода |,40.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02598.22,Деэм.время | ASTM D1401,мин,5,ASTM D1401,Деэм.время |,5.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02598.22,Деэм.масло | ASTM D1401,мл,40,ASTM D1401,Деэм.масло |,40.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02598.22,Деэм.эмульсия | ASTM D1401,мл,0,ASTM D1401,Деэм.эмульсия |,0.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02598.22,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,357,ASTM D5293,Динамическая вязкость CCS -15°C,357.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02598.22,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,561,ASTM D5293,Динамическая вязкость CCS -20°C,561.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02598.22,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,966,ASTM D5293,Динамическая вязкость CCS -25°C,966.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02598.22,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,1671,ASTM D5293,Динамическая вязкость CCS -30°C,1671.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02598.22,"Динамическая вязкость CCS -35°C, ASTM D5293",мПа*с,3064,ASTM D5293,Динамическая вязкость CCS -35°C,3064.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02598.22,"Индекс вязкости, ГОСТ 25371",–,129,ГОСТ 25371,Индекс вязкости,129.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02598.22,"Испаряемость по NOACK, ASTM D5800",%,14,ASTM D5800,Испаряемость по NOACK,14.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02598.22,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,21.55,ASTM D445,"Кинематическая вязкость, при 40°C",21.55,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02598.22,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,4.57,ASTM D445,"Кинематическая вязкость, при 100°C",4.57,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02598.22,"Массовая доля кальция, ASTM D6481",% масс,0.00003,ASTM D6481,Массовая доля кальция,3e-05,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02598.22,"Массовая доля серы, ASTM D6481",% масс,0.00002,ASTM D6481,Массовая доля серы,2e-05,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02598.22,"Массовая доля фосфора, ASTM D6481",% масс,0.00007,ASTM D6481,Массовая доля фосфора,7e-05,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02598.22,"Массовая доля цинка, ASTM D6481",% масс,0.00005,ASTM D6481,Массовая доля цинка,5e-05,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02598.22,Последовательность 1 | ASTM D892,см³,0,ASTM D892,Последовательность 1 |,0.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02598.22,Последовательность 2 | ASTM D892,см³,0,ASTM D892,Последовательность 2 |,0.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02598.22,Последовательность 3 | ASTM D892,см³,0,ASTM D892,Последовательность 3 |,0.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02598.22,"Температура застывания, ГОСТ 20287, метод Б",°C,-21,ГОСТ 20287,Температура застывания,-21.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_16,02959.22,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,2.82,ASTM D445,"Кинематическая вязкость, при 40°C",2.82,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_16,02959.22,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,1.18,ASTM D445,"Кинематическая вязкость, при 100°C",1.18,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_16,02959.22,"Температура застывания, ГОСТ 20287, метод Б",°C,-40,ГОСТ 20287,Температура застывания,-40.0,CCCCCCCCCCCCCCCCCCCC
Антиоксидант_4,01050.22,,,,No Method,nan,,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)NC2=CC=C(C=C2)C(C)(C)CC(C)(C)C
Детергент_2,02957.22,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,14.62,ASTM D445,"Кинематическая вязкость, при 100°C",14.62,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_2,02957.22,"Массовая доля кальция, ASTM D6481",% масс,6.33,ASTM D6481,Массовая доля кальция,6.33,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_2,02957.22,"Щелочное число, ASTM D2896",мг KOH/г,173.3,ASTM D2896,Щелочное число,173.3,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Антиоксидант_1,02717.22,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,6.65,ASTM D445,"Кинематическая вязкость, при 100°C",6.65,CCC(CC)COC(=O)CCC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C
Противоизносная_присадка_1,02958.22,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,9.19,ASTM D445,"Кинематическая вязкость, при 100°C",9.19,CC(C)COP(=S)([O-])OCC(C)C.[Zn+2]
Противоизносная_присадка_1,02958.22,"Массовая доля серы, ASTM D6481",% масс,16.41,ASTM D6481,Массовая доля серы,16.41,CC(C)COP(=S)([O-])OCC(C)C.[Zn+2]
Противоизносная_присадка_1,02958.22,"Массовая доля фосфора, ASTM D6481",% масс,8.939,ASTM D6481,Массовая доля фосфора,8.939,CC(C)COP(=S)([O-])OCC(C)C.[Zn+2]
Противоизносная_присадка_1,02958.22,"Массовая доля цинка, ASTM D6481",% масс,9.182,ASTM D6481,Массовая доля цинка,9.182,CC(C)COP(=S)([O-])OCC(C)C.[Zn+2]
Детергент_6,03340.22,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,269.9,ASTM D445,"Кинематическая вязкость, при 100°C",269.9,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_6,03340.22,"Массовая доля кальция, ASTM D6481",% масс,10.14,ASTM D6481,Массовая доля кальция,10.14,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_6,03340.22,"Щелочное число, ASTM D2896",мг KOH/г,276.1,ASTM D2896,Щелочное число,276.1,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Противоизносная_присадка_20,02976.22,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,8.99,ASTM D445,"Кинематическая вязкость, при 100°C",8.99,CC(C)COP(=S)([O-])OCC(C)C.[Zn+2]
Противоизносная_присадка_20,02976.22,"Массовая доля кальция, ASTM D6481",% масс,0.001,ASTM D6481,Массовая доля кальция,0.001,CC(C)COP(=S)([O-])OCC(C)C.[Zn+2]
Противоизносная_присадка_20,02976.22,"Массовая доля серы, ASTM D6481",% масс,15.97,ASTM D6481,Массовая доля серы,15.97,CC(C)COP(=S)([O-])OCC(C)C.[Zn+2]
Противоизносная_присадка_20,02976.22,"Массовая доля фосфора, ASTM D6481",% масс,8.719,ASTM D6481,Массовая доля фосфора,8.719,CC(C)COP(=S)([O-])OCC(C)C.[Zn+2]
Противоизносная_присадка_20,02976.22,"Массовая доля цинка, ASTM D6481",% масс,9.179,ASTM D6481,Массовая доля цинка,9.179,CC(C)COP(=S)([O-])OCC(C)C.[Zn+2]
Базовое_масло_3,0754/23,Деэм.вода | ASTM D1401,мл,40,ASTM D1401,Деэм.вода |,40.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,0754/23,Деэм.время | ASTM D1401,мин,5,ASTM D1401,Деэм.время |,5.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,0754/23,Деэм.масло | ASTM D1401,мл,40,ASTM D1401,Деэм.масло |,40.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,0754/23,Деэм.эмульсия | ASTM D1401,мл,0,ASTM D1401,Деэм.эмульсия |,0.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,0754/23,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,335,ASTM D5293,Динамическая вязкость CCS -15°C,335.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,0754/23,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,519,ASTM D5293,Динамическая вязкость CCS -20°C,519.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,0754/23,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,862,ASTM D5293,Динамическая вязкость CCS -25°C,862.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,0754/23,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,1466,ASTM D5293,Динамическая вязкость CCS -30°C,1466.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,0754/23,"Динамическая вязкость CCS -35°C, ASTM D5293",мПа*с,2743,ASTM D5293,Динамическая вязкость CCS -35°C,2743.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,0754/23,"Индекс вязкости, ГОСТ 25371",–,127,ГОСТ 25371,Индекс вязкости,127.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,0754/23,"Испаряемость по NOACK, ASTM D5800",%,14.2,ASTM D5800,Испаряемость по NOACK,14.2,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,0754/23,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,20.02,ASTM D445,"Кинематическая вязкость, при 40°C",20.02,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,0754/23,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,4.34,ASTM D445,"Кинематическая вязкость, при 100°C",4.34,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,0754/23,"Массовая доля кальция, ASTM D6481",% масс,0.0012,ASTM D6481,Массовая доля кальция,0.0012,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,0754/23,"Массовая доля серы, ASTM D6481",% масс,0.0002,ASTM D6481,Массовая доля серы,0.0002,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,0754/23,"Массовая доля фосфора, ASTM D6481",% масс,0.0002,ASTM D6481,Массовая доля фосфора,0.0002,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,0754/23,"Массовая доля цинка, ASTM D6481",% масс,0.0002,ASTM D6481,Массовая доля цинка,0.0002,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,0754/23,Последовательность 1 | ASTM D892,см³,0,ASTM D892,Последовательность 1 |,0.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,0754/23,Последовательность 2 | ASTM D892,см³,0,ASTM D892,Последовательность 2 |,0.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,0754/23,Последовательность 3 | ASTM D892,см³,0,ASTM D892,Последовательность 3 |,0.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,0754/23,"Температура застывания, ГОСТ 20287, метод Б",°C,-19,ГОСТ 20287,Температура застывания,-19.0,CCCCCCCCCCCCCCCCCCCC
Детергент_1,из 328 р-р 01295.23,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,125,ASTM D445,"Кинематическая вязкость, при 100°C",125.0,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Ca]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O
Детергент_1,из 328 р-р 01295.23,"Массовая доля кальция, ASTM D6481",% масс,16.29,ASTM D6481,Массовая доля кальция,16.29,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Ca]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O
Детергент_1,из 328 р-р 01295.23,"Массовая доля фосфора, ASTM D6481",% масс,0.0006,ASTM D6481,Массовая доля фосфора,0.0006,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Ca]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O
Детергент_1,из 328 р-р 01295.23,"Массовая доля цинка, ASTM D6481",% масс,0.0007,ASTM D6481,Массовая доля цинка,0.0007,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Ca]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O
Детергент_1,из 328 р-р 01295.23,"Щелочное число, ASTM D2896",мг KOH/г,407,ASTM D2896,Щелочное число,407.0,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Ca]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O
Антиоксидант_10,4793.19,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,21.67,ASTM D445,"Кинематическая вязкость, при 100°C",21.67,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CCC(=O)OC
Антиоксидант_10,4793.19,"Массовая доля кальция, ASTM D6481",% масс,0.253,ASTM D6481,Массовая доля кальция,0.253,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CCC(=O)OC
Антиоксидант_10,4793.19,"Массовая доля сульфатной золы, ГОСТ 12417",%,8.64,ГОСТ 12417,Массовая доля сульфатной золы,8.64,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CCC(=O)OC
Антиоксидант_10,4793.19,"Массовая доля фосфора, ASTM D6481",% масс,0.432,ASTM D6481,Массовая доля фосфора,0.432,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CCC(=O)OC
Антиоксидант_10,4793.19,"Массовая доля цинка, ASTM D6481",% масс,0.0278,ASTM D6481,Массовая доля цинка,0.0278,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CCC(=O)OC
Антиоксидант_10,4793.19,"Щелочное число, ГОСТ 11362",мг KOH/г,5.26,ГОСТ 11362,Щелочное число,5.26,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CCC(=O)OC
Антиоксидант_10,4793.19,"Щелочное число, ASTM D2896",мг KOH/г,8.53,ASTM D2896,Щелочное число,8.53,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CCC(=O)OC
Антиоксидант_1,01028.23,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,6.8,ASTM D445,"Кинематическая вязкость, при 100°C",6.8,CCC(CC)COC(=O)CCC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C
Антиоксидант_1,01028.23,"Щелочное число, ГОСТ 11362",мг KOH/г,0,ГОСТ 11362,Щелочное число,0.0,CCC(CC)COC(=O)CCC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C
Антиоксидант_1,01028.23,"Щелочное число, ASTM D2896",мг KOH/г,0,ASTM D2896,Щелочное число,0.0,CCC(CC)COC(=O)CCC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C
Дисперсант_1,03067.22,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,248.7,ASTM D445,"Кинематическая вязкость, при 100°C",248.7,CCCCCCCCCCCC1CC(=O)N(C1=O)CCN
Дисперсант_1,03067.22,"Массовая доля кальция, ASTM D6481",% масс,0.002,ASTM D6481,Массовая доля кальция,0.002,CCCCCCCCCCCC1CC(=O)N(C1=O)CCN
Дисперсант_1,03067.22,"Массовая доля фосфора, ASTM D6481",% масс,0.002,ASTM D6481,Массовая доля фосфора,0.002,CCCCCCCCCCCC1CC(=O)N(C1=O)CCN
Дисперсант_1,03067.22,"Массовая доля цинка, ASTM D6481",% масс,0.003,ASTM D6481,Массовая доля цинка,0.003,CCCCCCCCCCCC1CC(=O)N(C1=O)CCN
